timestamp,emotion
"4/21/2025, 11:34:12 PM",sad
"4/21/2025, 11:34:12 PM",neutral
"4/21/2025, 11:34:12 PM",neutral
"4/21/2025, 11:34:14 PM",neutral
"4/21/2025, 11:34:15 PM",sad
"4/21/2025, 11:34:18 PM",neutral
"4/21/2025, 11:34:20 PM",neutral
"4/21/2025, 11:34:21 PM",happy
"4/21/2025, 11:34:24 PM",neutral
"4/21/2025, 11:34:26 PM",sad
"4/21/2025, 11:34:28 PM",neutral
"4/21/2025, 11:34:30 PM",sad
